userId,ym,income,expense,cat_share_Ăn uống,cat_share_Di chuyển,cat_share_Mua sắm,cat_share_Giải trí,cat_share_Sức khỏe,cat_share_Giáo dục,cat_share_Hóa đơn,cat_share_Khác,anomaly_count,totalIncome,goalsCompleted,goalsActive,total_goal_target,goals_active,goals_completed,expense_to_income_ratio,target_saving_ratio,goal_completion_rate,month_income_feature,macro_cluster,micro_cluster
cj_hh_1,2017-01,88542000,1113000,0.9083557951482479,0.0,0.09164420485175202,0.0,0.0,0.0,0.0,0.0,0,1062504000,0,1,127500000,1,0,0.012570305617672969,0.11999954823699487,0.0,88542000,0,0
cj_hh_1,2017-02,88542000,839000,0.9404052443384983,0.0,0.05959475566150179,0.0,0.0,0.0,0.0,0.0,3,1062504000,0,1,127500000,1,0,0.009475729032549524,0.11999954823699487,0.0,88542000,0,0
cj_hh_1,2017-03,88542000,777000,0.9202059202059202,0.0,0.07979407979407979,0.0,0.0,0.0,0.0,0.0,0,1062504000,0,1,127500000,1,0,0.008775496374601883,0.11999954823699487,0.0,88542000,0,0
cj_hh_1,2017-04,88542000,914000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1062504000,0,1,127500000,1,0,0.010322784667163605,0.11999954823699487,0.0,88542000,0,0
cj_hh_1,2017-05,88542000,1319000,0.5875663381349507,0.0,0.41243366186504926,0.0,0.0,0.0,0.0,0.0,3,1062504000,0,1,127500000,1,0,0.014896885094079645,0.11999954823699487,0.0,88542000,0,1
cj_hh_1,2017-06,88542000,1655000,0.8972809667673716,0.0,0.1027190332326284,0.0,0.0,0.0,0.0,0.0,0,1062504000,0,1,127500000,1,0,0.01869169433715073,0.11999954823699487,0.0,88542000,0,0
cj_hh_1,2017-07,88542000,1001000,0.7992007992007992,0.0,0.2007992007992008,0.0,0.0,0.0,0.0,0.0,1,1062504000,0,1,127500000,1,0,0.01130536920331594,0.11999954823699487,0.0,88542000,0,0
cj_hh_1,2017-08,88542000,419000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1062504000,0,1,127500000,1,0,0.004732217478710669,0.11999954823699487,0.0,88542000,0,0
cj_hh_1,2017-09,88542000,1302000,0.8233486943164362,0.0,0.06758832565284179,0.10906298003072197,0.0,0.0,0.0,0.0,2,1062504000,0,1,127500000,1,0,0.014704885816900454,0.11999954823699487,0.0,88542000,0,0
cj_hh_1,2017-10,88542000,942000,0.7770700636942676,0.0,0.2229299363057325,0.0,0.0,0.0,0.0,0.0,2,1062504000,0,1,127500000,1,0,0.010639018770752863,0.11999954823699487,0.0,88542000,0,0
cj_hh_1,2017-11,88542000,1104000,0.7509057971014492,0.0,0.24909420289855072,0.0,0.0,0.0,0.0,0.0,2,1062504000,0,1,127500000,1,0,0.01246865894151928,0.11999954823699487,0.0,88542000,0,0
cj_hh_1,2017-12,88542000,1601000,0.8157401623985009,0.0,0.18425983760149905,0.0,0.0,0.0,0.0,0.0,2,1062504000,0,1,127500000,1,0,0.018081814280228592,0.11999954823699487,0.0,88542000,0,0
cj_hh_1001,2017-02,130208000,519000,0.279383429672447,0.0,0.720616570327553,0.0,0.0,0.0,0.0,0.0,1,1302080000,0,1,156250000,1,0,0.003985930203981322,0.12000030720078643,0.0,130208000,0,1
cj_hh_1001,2017-03,130208000,2029000,0.826515524889108,0.0,0.03449975357318876,0.06160670280926565,0.0,0.07737801872843765,0.0,0.0,2,1302080000,0,1,156250000,1,0,0.015582759891865323,0.12000030720078643,0.0,130208000,0,0
cj_hh_1001,2017-04,130208000,684000,0.8026315789473685,0.0,0.0,0.0,0.0,0.19736842105263158,0.0,0.0,0,1302080000,0,1,156250000,1,0,0.005253133448021627,0.12000030720078643,0.0,130208000,0,0
cj_hh_1001,2017-05,130208000,3438000,0.8679464805119256,0.0,0.04944735311227458,0.0,0.08260616637579989,0.0,0.0,0.0,2,1302080000,0,1,156250000,1,0,0.02640390759400344,0.12000030720078643,0.0,130208000,0,0
cj_hh_1001,2017-06,130208000,1989000,0.8240321769733534,0.0,0.07541478129713423,0.0,0.10055304172951232,0.0,0.0,0.0,1,1302080000,0,1,156250000,1,0,0.01527555910543131,0.12000030720078643,0.0,130208000,0,0
cj_hh_1001,2017-08,130208000,1552000,0.7377577319587629,0.0,0.0,0.0,0.16108247422680413,0.10115979381443299,0.0,0.0,2,1302080000,0,1,156250000,1,0,0.011919390513639714,0.12000030720078643,0.0,130208000,0,0
cj_hh_1001,2017-09,130208000,2728000,0.7456011730205279,0.0,0.11913489736070382,0.0,0.13526392961876832,0.0,0.0,0.0,2,1302080000,0,1,156250000,1,0,0.020951093634799706,0.12000030720078643,0.0,130208000,0,0
cj_hh_1001,2017-10,130208000,3098000,0.7453195610071014,0.0,0.06100710135571336,0.16139444803098774,0.0,0.03227888960619755,0.0,0.0,3,1302080000,0,1,156250000,1,0,0.02379270090931433,0.12000030720078643,0.0,130208000,0,1
cj_hh_1001,2017-11,130208000,3247000,0.7185093932861103,0.0,0.16384354789036032,0.0,0.0,0.11764705882352941,0.0,0.0,2,1302080000,0,1,156250000,1,0,0.024937023838781026,0.12000030720078643,0.0,130208000,0,0
cj_hh_1001,2017-12,130208000,1688000,0.7008293838862559,0.0,0.10841232227488151,0.0,0.09774881516587677,0.09300947867298578,0.0,0.0,0,1302080000,0,1,156250000,1,0,0.01296387318751536,0.12000030720078643,0.0,130208000,0,0
cj_hh_1003,2017-01,62500000,89000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,625000000,0,1,75000000,1,0,0.001424,0.12,0.0,62500000,0,0
cj_hh_1003,2017-02,62500000,112000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,625000000,0,1,75000000,1,0,0.001792,0.12,0.0,62500000,0,0
cj_hh_1003,2017-03,62500000,1932000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,625000000,0,1,75000000,1,0,0.030912,0.12,0.0,62500000,0,0
cj_hh_1003,2017-05,62500000,774000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,625000000,0,1,75000000,1,0,0.012384,0.12,0.0,62500000,0,0
